,G,p,budget,from_cache,method,trial_id_x,mip_value,greedy_intersection,maxD,I_size,v1_size,v2_size,num_cross_edges,duration,updated_MIP_x,v1_sum_values,min_exposed_mean,min_exposed_stddev,updated_min_exposed_value,trial_id_y,optimal_MIP_value,mip_ratio
45,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ba8.json,dependent,1,467.6556180722933,152,45,3114,28438,29580,130230,12.433005878998301,4989.432404267517,4521.7767861952225,1243.4,35.1326059380741,5765.176786195223,0,4974.695657410844,1.0029623413916224
46,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ba8.json,mip_gurobi,1,452.91887121562104,213,45,3114,28438,29580,130230,21.49278131599931,4974.695657410844,4521.7767861952225,1247.6,42.40636744641069,5769.376786195225,0,4974.695657410844,1.0
47,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ba8.json,mip_gurobi,0,452.91887121562104,213,45,3114,28438,29580,130230,25.594858146001574,4974.695657410844,4521.7767861952225,1222.0,32.54228019054596,5743.776786195223,0,4974.695657410844,1.0
48,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/nb15.json,random,1,105.78745602981822,17,27,1584,7527,12026,19278,1.2402655670011882,952.2485917320944,846.461135702276,153.8,12.235195135346226,1000.261135702276,0,929.0733505986257,1.0249444687209426
49,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/nb15.json,greedy_weighted,0,85.48601574844717,-1,27,1584,7527,12026,19278,0.5213287160004256,931.9471514507228,846.4611357022757,114.8,13.442470011125186,961.2611357022757,0,929.0733505986257,1.0030931904894758
50,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/nb15.json,greedy_weighted,1,85.48601574844717,-1,27,1584,7527,12026,19278,0.5515994440011127,931.9471514507228,846.4611357022757,117.6,4.277849927241487,964.0611357022757,0,929.0733505986257,1.0030931904894758
51,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/nb15.json,random,0,105.54329178514915,15,27,1584,7527,12026,19278,1.1724317819989665,952.0044274874248,846.4611357022757,159.8,12.070625501605125,1006.261135702276,0,929.0733505986257,1.0246816646651462
52,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/nb15.json,dependent,1,84.21724431271701,249,27,1584,7527,12026,19278,1.8426459309994243,930.6783800149926,846.4611357022757,122.2,8.28854631404084,968.6611357022757,0,929.0733505986257,1.0017275594174915
53,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/nb15.json,dependent,0,84.47619749573276,251,27,1584,7527,12026,19278,1.81781777300057,930.9373331980087,846.4611357022759,125.0,9.797958971132712,971.461135702276,0,929.0733505986257,1.002006281418127
54,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/nb15.json,mip_gurobi,1,82.61221489634978,271,27,1584,7527,12026,19278,2.400193830999342,929.0733505986257,846.4611357022759,115.8,15.08973160795115,962.261135702276,0,929.0733505986257,1.0
55,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/nb15.json,mip_gurobi,0,82.61221489634978,271,27,1584,7527,12026,19278,2.439795075999428,929.0733505986257,846.4611357022759,116.0,13.80217374184226,962.461135702276,0,929.0733505986257,1.0
56,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ya7.json,random,0,526.5482456698667,5,44,3014,28425,29804,130469,6.2135250360006475,5069.517967589662,4542.969721919795,1343.4,37.427262790644996,5886.369721919795,0,5006.960743888885,1.0124940511621006
